,Description,Source,Quantity,Invoice Count,UnitPrice,TopPrice
11578,SET OF 6 VINTAGE NOTELETS KIT,Emag,198.0,13,2.09,True
11579,SET OF 6 VINTAGE NOTELETS KIT,Offline,161.0,7,2.24,True
11580,SET OF 6 VINTAGE NOTELETS KIT,Website,173.0,14,1.58,True
11581,SET OF 60 I LOVE LONDON CAKE CASES ,Amazon,3540.0,101,0.68,True
11582,SET OF 60 I LOVE LONDON CAKE CASES ,Emag,1776.0,121,0.74,True
11583,SET OF 60 I LOVE LONDON CAKE CASES ,Offline,1085.0,95,0.77,True
11584,SET OF 60 I LOVE LONDON CAKE CASES ,Website,1843.0,118,0.76,True
11585,SET OF 60 PANTRY DESIGN CAKE CASES ,Amazon,3648.0,158,0.68,True
11586,SET OF 60 PANTRY DESIGN CAKE CASES ,Emag,3066.0,169,0.68,True
11587,SET OF 60 PANTRY DESIGN CAKE CASES ,Offline,2793.0,186,0.69,True
11588,SET OF 60 PANTRY DESIGN CAKE CASES ,Website,2468.0,146,0.67,True
11589,SET OF 60 VINTAGE LEAF CAKE CASES ,Amazon,2403.0,110,0.72,True
11590,SET OF 60 VINTAGE LEAF CAKE CASES ,Emag,1243.0,97,0.69,True
11591,SET OF 60 VINTAGE LEAF CAKE CASES ,Offline,1294.0,94,0.67,True
11592,SET OF 60 VINTAGE LEAF CAKE CASES ,Website,1211.0,93,0.68,True
11593,SET OF 72 GREEN PAPER DOILIES,Amazon,16.0,8,1.45,True
11594,SET OF 72 GREEN PAPER DOILIES,Emag,10.0,5,1.45,True
11595,SET OF 72 GREEN PAPER DOILIES,Offline,11.0,4,1.45,True
11596,SET OF 72 GREEN PAPER DOILIES,Website,0.0,4,1.45,True
11597,SET OF 72 PINK HEART PAPER DOILIES,Amazon,816.0,111,2.16,True
11598,SET OF 72 PINK HEART PAPER DOILIES,Emag,1049.0,132,2.09,True
11599,SET OF 72 PINK HEART PAPER DOILIES,Offline,1038.0,146,2.2,True
11600,SET OF 72 PINK HEART PAPER DOILIES,Website,1396.0,125,2.11,True
11601,SET OF 72 RETROSPOT PAPER  DOILIES,Amazon,1590.0,111,1.74,False
11602,SET OF 72 RETROSPOT PAPER  DOILIES,Emag,1293.0,118,1.78,True
11603,SET OF 72 RETROSPOT PAPER  DOILIES,Offline,1141.0,126,1.83,True
11604,SET OF 72 RETROSPOT PAPER  DOILIES,Website,1655.0,107,1.76,True
11605,SET OF 72 SKULL PAPER  DOILIES,Amazon,231.0,31,1.75,True
11606,SET OF 72 SKULL PAPER  DOILIES,Emag,360.0,23,1.74,False
11607,SET OF 72 SKULL PAPER  DOILIES,Offline,122.0,23,1.69,True
11608,SET OF 72 SKULL PAPER  DOILIES,Website,171.0,28,1.75,True
11609,SET OF 9 BLACK SKULL BALLOONS,Amazon,602.0,54,1.01,True
11610,SET OF 9 BLACK SKULL BALLOONS,Emag,780.0,65,1.0,True
11611,SET OF 9 BLACK SKULL BALLOONS,Offline,563.0,53,0.98,True
11612,SET OF 9 BLACK SKULL BALLOONS,Website,895.0,59,1.05,True
11613,SET OF 9 HEART SHAPED BALLOONS,Amazon,799.0,68,1.48,True
11614,SET OF 9 HEART SHAPED BALLOONS,Emag,578.0,56,1.57,True
11615,SET OF 9 HEART SHAPED BALLOONS,Offline,783.0,74,1.41,True
11616,SET OF 9 HEART SHAPED BALLOONS,Website,594.0,77,1.41,True
11617,SET OF PICTURE FRAME  STICKERS,Amazon,48.0,21,5.14,False
11618,SET OF PICTURE FRAME  STICKERS,Emag,18.0,12,5.32,True
11619,SET OF PICTURE FRAME  STICKERS,Offline,47.0,20,4.71,True
11620,SET OF PICTURE FRAME  STICKERS,Website,22.0,10,4.94,True
11621,SET OF SALT AND PEPPER TOADSTOOLS,Amazon,644.0,55,1.24,True
11622,SET OF SALT AND PEPPER TOADSTOOLS,Emag,582.0,56,1.25,True
11623,SET OF SALT AND PEPPER TOADSTOOLS,Offline,590.0,59,1.25,True
11624,SET OF SALT AND PEPPER TOADSTOOLS,Website,566.0,47,1.25,True
11625,SET OF SKULL WALL STICKERS,Amazon,25.0,8,3.66,False
11626,SET OF SKULL WALL STICKERS,Emag,52.0,6,3.36,True
11627,SET OF SKULL WALL STICKERS,Offline,2.0,1,2.95,True
11628,SET OF SKULL WALL STICKERS,Website,16.0,5,2.95,True
11629,SET OF TEA COFFEE SUGAR TINS PANTRY,Amazon,889.0,132,5.63,True
11630,SET OF TEA COFFEE SUGAR TINS PANTRY,Emag,2394.0,120,6.05,True
11631,SET OF TEA COFFEE SUGAR TINS PANTRY,Offline,826.0,124,5.91,True
11632,SET OF TEA COFFEE SUGAR TINS PANTRY,Website,579.0,133,5.62,True
11633,SET OF THREE VINTAGE GIFT WRAPS,Offline,1.0,1,1.95,True
11634,SET/10 BLUE POLKADOT PARTY CANDLES,Amazon,1361.0,74,1.3,True
11635,SET/10 BLUE POLKADOT PARTY CANDLES,Emag,1051.0,63,1.3,True
11636,SET/10 BLUE POLKADOT PARTY CANDLES,Offline,493.0,44,1.31,True
11637,SET/10 BLUE POLKADOT PARTY CANDLES,Website,1061.0,68,1.28,True
11638,SET/10 IVORY POLKADOT PARTY CANDLES,Amazon,360.0,44,1.18,True
11639,SET/10 IVORY POLKADOT PARTY CANDLES,Emag,236.0,39,1.27,True
11640,SET/10 IVORY POLKADOT PARTY CANDLES,Offline,257.0,31,1.19,True
11641,SET/10 IVORY POLKADOT PARTY CANDLES,Website,268.0,46,1.12,True
11642,SET/10 PINK POLKADOT PARTY CANDLES,Amazon,710.0,77,1.44,True
11643,SET/10 PINK POLKADOT PARTY CANDLES,Emag,2102.0,104,1.37,True
11644,SET/10 PINK POLKADOT PARTY CANDLES,Offline,937.0,82,1.38,True
11645,SET/10 PINK POLKADOT PARTY CANDLES,Website,1533.0,95,1.3,True
11646,SET/10 RED POLKADOT PARTY CANDLES,Amazon,1142.0,102,1.39,True
11647,SET/10 RED POLKADOT PARTY CANDLES,Emag,2084.0,100,1.31,True
11648,SET/10 RED POLKADOT PARTY CANDLES,Offline,1839.0,94,1.4,True
11649,SET/10 RED POLKADOT PARTY CANDLES,Website,1473.0,96,1.38,True
11650,SET/12 FUNKY FELT FLOWER PEG IN BAG,Amazon,29.0,11,2.26,True
11651,SET/12 FUNKY FELT FLOWER PEG IN BAG,Emag,130.0,15,2.02,False
11652,SET/12 FUNKY FELT FLOWER PEG IN BAG,Offline,22.0,10,2.11,True
11653,SET/12 FUNKY FELT FLOWER PEG IN BAG,Website,43.0,13,1.92,True
11654,SET/12 TAPER CANDLES,Amazon,190.0,26,1.21,True
11655,SET/12 TAPER CANDLES,Emag,99.0,19,1.35,False
11656,SET/12 TAPER CANDLES,Offline,123.0,26,1.33,True
11657,SET/12 TAPER CANDLES,Website,195.0,24,1.2,True
11658,SET/2 RED RETROSPOT TEA TOWELS ,Amazon,778.0,110,4.41,True
11659,SET/2 RED RETROSPOT TEA TOWELS ,Emag,315.0,104,4.38,False
11660,SET/2 RED RETROSPOT TEA TOWELS ,Offline,498.0,111,4.81,True
11661,SET/2 RED RETROSPOT TEA TOWELS ,Website,812.0,78,4.49,True
11662,SET/20 FRUIT SALAD PAPER NAPKINS ,Amazon,22.0,4,1.63,True
11663,SET/20 FRUIT SALAD PAPER NAPKINS ,Emag,23.0,6,1.63,True
11664,SET/20 FRUIT SALAD PAPER NAPKINS ,Offline,13.0,5,1.63,True
11665,SET/20 FRUIT SALAD PAPER NAPKINS ,Website,30.0,10,1.63,True
11666,SET/20 RED RETROSPOT PAPER NAPKINS ,Amazon,2722.0,236,1.1,True
11667,SET/20 RED RETROSPOT PAPER NAPKINS ,Emag,2938.0,242,1.06,True
11668,SET/20 RED RETROSPOT PAPER NAPKINS ,Offline,3418.0,268,1.08,True
11669,SET/20 RED RETROSPOT PAPER NAPKINS ,Website,4117.0,269,1.12,True
11670,SET/20 STRAWBERRY PAPER NAPKINS ,Amazon,759.0,60,1.34,False
11671,SET/20 STRAWBERRY PAPER NAPKINS ,Emag,699.0,87,1.27,True
11672,SET/20 STRAWBERRY PAPER NAPKINS ,Offline,555.0,84,1.25,True
11673,SET/20 STRAWBERRY PAPER NAPKINS ,Website,767.0,87,1.18,True
11674,SET/3 CHRISTMAS DECOUPAGE CANDLES,Amazon,157.0,19,1.97,True
11675,SET/3 CHRISTMAS DECOUPAGE CANDLES,Emag,107.0,16,1.86,False
11676,SET/3 CHRISTMAS DECOUPAGE CANDLES,Offline,101.0,14,2.07,True
11677,SET/3 CHRISTMAS DECOUPAGE CANDLES,Website,504.0,22,1.78,True
11678,SET/3 DECOUPAGE STACKING TINS,Amazon,47.0,14,5.97,True
11679,SET/3 DECOUPAGE STACKING TINS,Emag,51.0,22,5.65,True
11680,SET/3 DECOUPAGE STACKING TINS,Offline,39.0,18,5.78,True
11681,SET/3 DECOUPAGE STACKING TINS,Website,54.0,17,6.39,True
11682,SET/3 FLORAL GARDEN TOOLS IN BAG,Emag,1.0,1,7.95,False
11683,SET/3 FLORAL GARDEN TOOLS IN BAG,Offline,2.0,1,7.95,True
11684,SET/3 OCEAN SCENT CANDLE JEWEL BOX,Amazon,98.0,31,5.44,True
11685,SET/3 OCEAN SCENT CANDLE JEWEL BOX,Emag,119.0,28,4.66,False
11686,SET/3 OCEAN SCENT CANDLE JEWEL BOX,Offline,127.0,28,5.68,True
11687,SET/3 OCEAN SCENT CANDLE JEWEL BOX,Website,54.0,32,5.9,True
11688,SET/3 POLKADOT STACKING TINS,Amazon,10.0,6,6.62,True
11689,SET/3 POLKADOT STACKING TINS,Emag,20.0,11,5.41,True
11690,SET/3 POLKADOT STACKING TINS,Offline,39.0,7,4.85,True
11691,SET/3 POLKADOT STACKING TINS,Website,6.0,6,5.82,True
11692,SET/3 POT PLANT CANDLES,Amazon,14.0,10,6.52,True
11693,SET/3 POT PLANT CANDLES,Emag,25.0,10,7.61,True
11694,SET/3 POT PLANT CANDLES,Offline,9.0,9,7.23,True
11695,SET/3 POT PLANT CANDLES,Website,6.0,7,6.17,True
11696,SET/3 RABBITS FLOWER SKIPPPING ROPE,Amazon,28.0,8,1.04,True
11697,SET/3 RABBITS FLOWER SKIPPPING ROPE,Emag,2.0,2,1.24,True
11698,SET/3 RABBITS FLOWER SKIPPPING ROPE,Offline,25.0,7,0.85,True
11699,SET/3 RABBITS FLOWER SKIPPPING ROPE,Website,72.0,11,0.99,True
11700,SET/3 RED GINGHAM ROSE STORAGE BOX,Amazon,763.0,127,4.76,True
11701,SET/3 RED GINGHAM ROSE STORAGE BOX,Emag,868.0,102,4.98,True
11702,SET/3 RED GINGHAM ROSE STORAGE BOX,Offline,661.0,138,4.98,True
11703,SET/3 RED GINGHAM ROSE STORAGE BOX,Website,707.0,127,4.86,True
11704,SET/3 ROSE CANDLE IN JEWELLED BOX,Amazon,104.0,25,5.4,False
11705,SET/3 ROSE CANDLE IN JEWELLED BOX,Emag,104.0,27,6.36,True
11706,SET/3 ROSE CANDLE IN JEWELLED BOX,Offline,113.0,35,5.63,True
11707,SET/3 ROSE CANDLE IN JEWELLED BOX,Website,72.0,32,5.65,True
11708,SET/3 TALL GLASS CANDLE HOLDER PINK,Emag,2.0,1,25.49,False
11709,SET/3 TALL GLASS CANDLE HOLDER PINK,Website,2.0,2,19.12,True
11710,SET/3 VANILLA SCENTED CANDLE IN BOX,Amazon,264.0,45,5.5,True
11711,SET/3 VANILLA SCENTED CANDLE IN BOX,Emag,139.0,49,5.33,True
11712,SET/3 VANILLA SCENTED CANDLE IN BOX,Offline,134.0,37,4.78,True
11713,SET/3 VANILLA SCENTED CANDLE IN BOX,Website,55.0,41,5.61,True
11714,SET/4 2 TONE EGG SHAPE MIXING BOWLS,Offline,1.0,1,9.95,True
11715,SET/4 BADGES BALLOON GIRL,Amazon,72.0,19,1.35,True
11716,SET/4 BADGES BALLOON GIRL,Emag,136.0,24,1.68,True
11717,SET/4 BADGES BALLOON GIRL,Offline,134.0,22,1.36,True
11718,SET/4 BADGES BALLOON GIRL,Website,106.0,25,1.56,True
11719,SET/4 BADGES BEETLES,Amazon,26.0,13,1.81,True
11720,SET/4 BADGES BEETLES,Emag,101.0,23,1.37,True
11721,SET/4 BADGES BEETLES,Offline,73.0,18,1.61,True
11722,SET/4 BADGES BEETLES,Website,69.0,22,1.6,True
11723,SET/4 BADGES CUTE CREATURES,Amazon,49.0,13,1.59,True
11724,SET/4 BADGES CUTE CREATURES,Emag,73.0,13,1.28,False
11725,SET/4 BADGES CUTE CREATURES,Offline,87.0,14,1.25,True
11726,SET/4 BADGES CUTE CREATURES,Website,52.0,14,1.33,True
11727,SET/4 BADGES DOGS,Amazon,125.0,27,1.33,False
11728,SET/4 BADGES DOGS,Emag,71.0,18,1.75,True
11729,SET/4 BADGES DOGS,Offline,69.0,24,1.77,True
11730,SET/4 BADGES DOGS,Website,83.0,21,1.42,True
11731,SET/4 BIRD MIRROR MAGNETS ,Amazon,71.0,12,0.54,True
11732,SET/4 BIRD MIRROR MAGNETS ,Emag,149.0,13,0.29,True
11733,SET/4 BIRD MIRROR MAGNETS ,Offline,97.0,14,0.9,True
11734,SET/4 BIRD MIRROR MAGNETS ,Website,141.0,18,1.42,True
11735,SET/4 BLUE FLOWER CANDLES IN BOWL,Amazon,37.0,11,1.65,False
11736,SET/4 BLUE FLOWER CANDLES IN BOWL,Emag,26.0,12,1.79,False
11737,SET/4 BLUE FLOWER CANDLES IN BOWL,Offline,29.0,6,1.65,True
11738,SET/4 BLUE FLOWER CANDLES IN BOWL,Website,41.0,10,1.65,True
11739,SET/4 BUTTERFLY MIRROR MAGNETS,Amazon,55.0,6,1.2,True
11740,SET/4 BUTTERFLY MIRROR MAGNETS,Emag,1.0,1,2.1,True
11741,SET/4 BUTTERFLY MIRROR MAGNETS,Offline,18.0,4,1.2,True
11742,SET/4 BUTTERFLY MIRROR MAGNETS,Website,5.0,2,1.2,True
11743,SET/4 COLOURFUL MIXING BOWLS,Amazon,9.0,9,9.58,True
11744,SET/4 COLOURFUL MIXING BOWLS,Emag,14.0,9,10.21,True
11745,SET/4 COLOURFUL MIXING BOWLS,Offline,27.0,16,10.08,True
11746,SET/4 COLOURFUL MIXING BOWLS,Website,21.0,10,9.31,True
11747,SET/4 DAISY MIRROR MAGNETS,Amazon,116.0,13,0.89,True
11748,SET/4 DAISY MIRROR MAGNETS,Emag,85.0,9,0.96,True
11749,SET/4 DAISY MIRROR MAGNETS,Offline,133.0,13,1.27,True
11750,SET/4 DAISY MIRROR MAGNETS,Website,142.0,12,0.99,True
11751,SET/4 GARDEN ROSE DINNER CANDLE,Amazon,1.0,1,1.65,True
11752,SET/4 GARDEN ROSE DINNER CANDLE,Offline,2.0,1,1.65,True
11753,SET/4 GARDEN ROSE DINNER CANDLE,Website,4.0,1,1.65,True
11754,SET/4 MODERN VINTAGE COTTON NAPKINS,Amazon,13.0,4,1.33,True
11755,SET/4 MODERN VINTAGE COTTON NAPKINS,Emag,19.0,7,0.79,True
11756,SET/4 MODERN VINTAGE COTTON NAPKINS,Offline,26.0,9,1.75,True
11757,SET/4 MODERN VINTAGE COTTON NAPKINS,Website,17.0,4,0.79,True
11758,SET/4 RED MINI ROSE CANDLE IN BOWL,Amazon,203.0,53,1.91,True
11759,SET/4 RED MINI ROSE CANDLE IN BOWL,Emag,116.0,41,1.84,True
11760,SET/4 RED MINI ROSE CANDLE IN BOWL,Offline,267.0,54,1.77,True
11761,SET/4 RED MINI ROSE CANDLE IN BOWL,Website,159.0,46,1.99,True
11762,SET/4 SKULL BADGES,Amazon,151.0,41,1.11,True
11763,SET/4 SKULL BADGES,Emag,174.0,37,1.18,True
11764,SET/4 SKULL BADGES,Offline,273.0,45,1.04,True
11765,SET/4 SKULL BADGES,Website,304.0,46,1.07,True
11766,SET/4 SPRING FLOWER DECORATION,Amazon,135.0,28,2.14,True
11767,SET/4 SPRING FLOWER DECORATION,Emag,284.0,40,2.06,True
11768,SET/4 SPRING FLOWER DECORATION,Offline,407.0,35,1.91,True
11769,SET/4 SPRING FLOWER DECORATION,Website,314.0,29,1.92,True
11770,SET/4 WHITE RETRO STORAGE CUBES ,Amazon,93.0,34,43.82,False
11771,SET/4 WHITE RETRO STORAGE CUBES ,Emag,92.0,39,46.71,True
11772,SET/4 WHITE RETRO STORAGE CUBES ,Offline,117.0,41,47.06,True
11773,SET/4 WHITE RETRO STORAGE CUBES ,Website,78.0,49,42.23,True
11774,SET/5 RED RETROSPOT LID GLASS BOWLS,Amazon,1505.0,224,3.32,True
11775,SET/5 RED RETROSPOT LID GLASS BOWLS,Emag,1375.0,226,3.29,False
11776,SET/5 RED RETROSPOT LID GLASS BOWLS,Offline,1574.0,235,3.26,True
11777,SET/5 RED RETROSPOT LID GLASS BOWLS,Website,1523.0,251,3.22,True
11778,SET/5 RED SPOTTY LID GLASS BOWLS,Amazon,288.0,1,2.55,True
11779,SET/6 BEAD COASTERS GAUZE BAG GOLD,Amazon,214.0,9,1.0,True
11780,SET/6 BEAD COASTERS GAUZE BAG GOLD,Emag,6.0,5,2.83,True
11781,SET/6 BEAD COASTERS GAUZE BAG GOLD,Offline,260.0,7,2.5,True
11782,SET/6 BEAD COASTERS GAUZE BAG GOLD,Website,102.0,6,1.79,True
11783,SET/6 BLACK BIRD T-LIGHT CANDLES,Amazon,18.0,7,2.79,False
11784,SET/6 BLACK BIRD T-LIGHT CANDLES,Emag,46.0,6,1.74,True
11785,SET/6 BLACK BIRD T-LIGHT CANDLES,Offline,54.0,12,2.34,True
11786,SET/6 BLACK BIRD T-LIGHT CANDLES,Website,96.0,15,2.5,True
11787,SET/6 COLLAGE PAPER CUPS,Amazon,491.0,42,0.57,True
11788,SET/6 COLLAGE PAPER CUPS,Emag,838.0,50,0.48,True
11789,SET/6 COLLAGE PAPER CUPS,Offline,680.0,44,0.48,True
11790,SET/6 COLLAGE PAPER CUPS,Website,577.0,49,0.47,True
11791,SET/6 COLLAGE PAPER PLATES,Amazon,487.0,50,0.64,True
11792,SET/6 COLLAGE PAPER PLATES,Emag,369.0,50,0.69,True
11793,SET/6 COLLAGE PAPER PLATES,Offline,774.0,63,0.61,True
11794,SET/6 COLLAGE PAPER PLATES,Website,755.0,60,0.61,True
11795,SET/6 EAU DE NIL BIRD T-LIGHTS,Amazon,114.0,19,2.73,True
11796,SET/6 EAU DE NIL BIRD T-LIGHTS,Emag,88.0,17,2.32,True
11797,SET/6 EAU DE NIL BIRD T-LIGHTS,Offline,82.0,22,2.89,True
11798,SET/6 EAU DE NIL BIRD T-LIGHTS,Website,51.0,14,2.75,True
11799,SET/6 FROG PRINCE T-LIGHT CANDLES,Amazon,124.0,21,2.75,True
11800,SET/6 FROG PRINCE T-LIGHT CANDLES,Emag,196.0,22,2.64,True
11801,SET/6 FROG PRINCE T-LIGHT CANDLES,Offline,60.0,18,3.01,True
11802,SET/6 FROG PRINCE T-LIGHT CANDLES,Website,94.0,27,3.16,True
11803,SET/6 FRUIT SALAD  PAPER PLATES,Amazon,352.0,22,0.51,True
11804,SET/6 FRUIT SALAD  PAPER PLATES,Emag,273.0,34,0.57,True
11805,SET/6 FRUIT SALAD  PAPER PLATES,Offline,422.0,26,0.59,True
11806,SET/6 FRUIT SALAD  PAPER PLATES,Website,212.0,23,0.62,True
11807,SET/6 FRUIT SALAD PAPER CUPS,Amazon,443.0,21,0.35,True
11808,SET/6 FRUIT SALAD PAPER CUPS,Emag,645.0,29,0.43,True
11809,SET/6 FRUIT SALAD PAPER CUPS,Offline,145.0,17,0.38,True
11810,SET/6 FRUIT SALAD PAPER CUPS,Website,433.0,37,0.45,True
11811,SET/6 GREEN SPRING PAPER CUPS,Amazon,61.0,6,0.19,True
11812,SET/6 GREEN SPRING PAPER CUPS,Emag,55.0,5,0.48,True
11813,SET/6 GREEN SPRING PAPER CUPS,Offline,34.0,5,0.19,True
11814,SET/6 GREEN SPRING PAPER CUPS,Website,83.0,9,0.29,True
11815,SET/6 IVORY BIRD T-LIGHT CANDLES,Amazon,1.0,1,2.1,False
11816,SET/6 PINK  BUTTERFLY T-LIGHTS,Amazon,645.0,48,2.42,True
11817,SET/6 PINK  BUTTERFLY T-LIGHTS,Emag,625.0,46,2.37,True
11818,SET/6 PINK  BUTTERFLY T-LIGHTS,Offline,223.0,42,2.3,True
11819,SET/6 PINK  BUTTERFLY T-LIGHTS,Website,602.0,56,2.41,True
11820,SET/6 PINK BIRD T-LIGHT CANDLES,Amazon,95.0,24,2.91,True
11821,SET/6 PINK BIRD T-LIGHT CANDLES,Emag,171.0,29,2.73,True
11822,SET/6 PINK BIRD T-LIGHT CANDLES,Offline,136.0,29,2.58,True
11823,SET/6 PINK BIRD T-LIGHT CANDLES,Website,44.0,20,2.62,True
11824,SET/6 POSIES PAPER CUPS,Amazon,43.0,3,0.5,False
11825,SET/6 POSIES PAPER CUPS,Emag,36.0,2,0.65,True
11826,SET/6 POSIES PAPER CUPS,Offline,46.0,5,0.54,True
11827,SET/6 POSIES PAPER CUPS,Website,16.0,6,0.69,True
11828,SET/6 POSIES PAPER PLATES,Amazon,9.0,3,0.85,True
11829,SET/6 POSIES PAPER PLATES,Emag,75.0,5,1.01,True
11830,SET/6 POSIES PAPER PLATES,Offline,37.0,4,0.85,True
11831,SET/6 POSIES PAPER PLATES,Website,4.0,2,1.24,True
11832,SET/6 PURPLE BUTTERFLY T-LIGHTS,Amazon,352.0,48,3.28,True
11833,SET/6 PURPLE BUTTERFLY T-LIGHTS,Emag,250.0,50,3.11,True
11834,SET/6 PURPLE BUTTERFLY T-LIGHTS,Offline,143.0,52,3.28,True
11835,SET/6 PURPLE BUTTERFLY T-LIGHTS,Website,145.0,50,2.96,True
11836,SET/6 RED SPOTTY PAPER CUPS,Amazon,1609.0,119,0.99,True
11837,SET/6 RED SPOTTY PAPER CUPS,Emag,2256.0,103,0.94,True
11838,SET/6 RED SPOTTY PAPER CUPS,Offline,978.0,97,0.98,True
11839,SET/6 RED SPOTTY PAPER CUPS,Website,2294.0,120,0.92,True
11840,SET/6 RED SPOTTY PAPER PLATES,Amazon,2025.0,131,0.95,True
11841,SET/6 RED SPOTTY PAPER PLATES,Emag,2593.0,158,1.02,True
11842,SET/6 RED SPOTTY PAPER PLATES,Offline,2607.0,144,1.02,True
11843,SET/6 RED SPOTTY PAPER PLATES,Website,1533.0,99,0.93,True
11844,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,Amazon,233.0,47,2.48,True
11845,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,Emag,355.0,44,2.5,True
11846,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,Offline,439.0,39,2.29,True
11847,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,Website,266.0,41,2.39,True
11848,SET/9 CHRISTMAS T-LIGHTS SCENTED ,Amazon,4.0,3,1.25,True
11849,SET/9 CHRISTMAS T-LIGHTS SCENTED ,Emag,8.0,2,1.25,False
11850,SET/9 CHRISTMAS T-LIGHTS SCENTED ,Offline,1.0,1,1.25,True
11851,SET/9 CHRISTMAS T-LIGHTS SCENTED ,Website,12.0,2,1.25,True
11852,SET3 BOOK BOX GREEN GINGHAM FLOWER ,Amazon,239.0,59,4.96,True
11853,SET3 BOOK BOX GREEN GINGHAM FLOWER ,Emag,245.0,58,5.74,True
11854,SET3 BOOK BOX GREEN GINGHAM FLOWER ,Offline,312.0,73,5.43,True
11855,SET3 BOOK BOX GREEN GINGHAM FLOWER ,Website,377.0,79,5.48,True
11856,SEWING BOX RETROSPOT DESIGN ,Amazon,35.0,20,14.77,True
11857,SEWING BOX RETROSPOT DESIGN ,Emag,52.0,20,12.5,True
11858,SEWING BOX RETROSPOT DESIGN ,Offline,66.0,24,12.82,True
11859,SEWING BOX RETROSPOT DESIGN ,Website,42.0,26,12.56,True
11860,SEWING SUSAN 21 NEEDLE SET,Amazon,248.0,39,1.18,True
11861,SEWING SUSAN 21 NEEDLE SET,Emag,205.0,45,1.14,True
11862,SEWING SUSAN 21 NEEDLE SET,Offline,185.0,42,1.28,True
11863,SEWING SUSAN 21 NEEDLE SET,Website,279.0,47,1.21,True
11864,SHELF WITH 4 HOOKS HOME SWEET HOME,Amazon,88.0,34,6.71,True
11865,SHELF WITH 4 HOOKS HOME SWEET HOME,Emag,54.0,22,7.0,True
11866,SHELF WITH 4 HOOKS HOME SWEET HOME,Offline,147.0,22,7.28,True
11867,SHELF WITH 4 HOOKS HOME SWEET HOME,Website,170.0,31,6.58,True
11868,SHOE SHINE BOX ,Amazon,12.0,13,9.95,False
11869,SHOE SHINE BOX ,Emag,13.0,10,13.2,True
11870,SHOE SHINE BOX ,Offline,7.0,7,13.11,True
11871,SHOE SHINE BOX ,Website,23.0,15,10.7,True
11872,SILICON STAR BULB  BLUE,Amazon,5.0,4,0.42,True
11873,SILICON STAR BULB  BLUE,Emag,1.0,1,0.42,True
11874,SILICON STAR BULB  BLUE,Offline,11.0,2,0.42,True
11875,SILICON STAR BULB  BLUE,Website,1.0,1,0.42,True
11876,SILK PURSE BABUSHKA BLUE,Amazon,56.0,16,3.54,True
11877,SILK PURSE BABUSHKA BLUE,Emag,24.0,13,3.88,True
11878,SILK PURSE BABUSHKA BLUE,Offline,93.0,24,3.35,True
11879,SILK PURSE BABUSHKA BLUE,Website,21.0,8,3.35,True
11880,SILK PURSE BABUSHKA PINK,Amazon,84.0,26,3.3,True
11881,SILK PURSE BABUSHKA PINK,Emag,138.0,39,3.23,True
11882,SILK PURSE BABUSHKA PINK,Offline,140.0,42,3.35,True
11883,SILK PURSE BABUSHKA PINK,Website,124.0,39,3.14,True
11884,SILK PURSE BABUSHKA RED,Amazon,41.0,13,3.88,True
11885,SILK PURSE BABUSHKA RED,Emag,84.0,15,4.24,True
11886,SILK PURSE BABUSHKA RED,Offline,39.0,11,4.28,True
11887,SILK PURSE BABUSHKA RED,Website,59.0,13,4.14,True
11888,SILVER  CANDLEPOT JARDIN ,Amazon,7.0,3,3.75,True
11889,SILVER  CANDLEPOT JARDIN ,Emag,8.0,3,3.75,True
11890,SILVER  CANDLEPOT JARDIN ,Website,9.0,3,3.75,True
11891,SILVER 2 STRAND NECKLACE-LEAF CHARM,Offline,1.0,1,7.5,True
11892,SILVER 2 STRAND NECKLACE-LEAF CHARM,Website,1.0,1,7.5,True
11893,SILVER AND BLACK ORBIT NECKLACE,Amazon,1.0,1,2.95,True
11894,SILVER AND BLACK ORBIT NECKLACE,Website,1.0,1,10.4,True
11895,SILVER APERITIF GLASS,Amazon,36.0,1,0.39,True
11896,SILVER APERITIF GLASS,Emag,18.0,2,1.26,True
11897,SILVER APERITIF GLASS,Offline,186.0,4,0.82,True
11898,SILVER APERITIF GLASS,Website,36.0,1,0.39,True
11899,SILVER BELLS TABLE DECORATION,Amazon,546.0,67,1.45,True
11900,SILVER BELLS TABLE DECORATION,Emag,569.0,65,1.45,True
11901,SILVER BELLS TABLE DECORATION,Offline,581.0,76,1.41,True
11902,SILVER BELLS TABLE DECORATION,Website,472.0,59,1.39,True
11903,SILVER BLACK ORBIT BRACELET,Amazon,4.0,3,5.25,True
11904,SILVER BLACK ORBIT BRACELET,Emag,3.0,3,5.29,True
11905,SILVER BLACK ORBIT BRACELET,Offline,5.0,4,5.34,True
11906,SILVER BLACK ORBIT BRACELET,Website,1.0,1,5.4,True
11907,SILVER BLACK ORBIT DROP EARRINGS,Amazon,5.0,4,4.18,False
11908,SILVER BLACK ORBIT DROP EARRINGS,Emag,1.0,1,4.15,False
11909,SILVER BLACK ORBIT DROP EARRINGS,Offline,2.0,1,4.25,True
11910,SILVER BLACK ORBIT DROP EARRINGS,Website,3.0,4,4.2,True
11911,SILVER BOOK MARK WITH BEADS,Amazon,28.0,9,1.75,True
